LWR	fract	aLWR	afract	taxopath
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporomusa;Sporomusa malonica
0	0	0.005682	1.448e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Propionispira
0.005682	1.448e-06	0.005682	1.448e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Propionispira;Propionispira arboris
0	0	0.1426	3.634e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus
0.1426	3.634e-05	0.1426	3.634e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Pelosinus;Pelosinus fermentans
0	0	0.1427	3.638e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporotalea
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Veillonellaceae;Sporotalea;Sporotalea propionica
6.364	0.001622	17.51	0.004463	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae
0	0	8.99	0.002292	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium
8.99	0.002292	8.99	0.002292	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Phascolarctobacterium;Phascolarctobacterium faecium
0	0	2.125	0.0005417	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus
2.125	0.0005417	2.125	0.0005417	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Acidaminococcus;Acidaminococcus fermentans
0	0	0.03115	7.94e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Succiniclasticum
0.03115	7.94e-06	0.03115	7.94e-06	Bacteria;Firmicutes;Negativicutes;Selenomonadales;Acidaminococcaceae;Succiniclasticum;Succiniclasticum ruminis
0	0	0.06657	1.697e-05	Bacteria;Firmicutes;Thermolithobacteria
0	0	0.06657	1.697e-05	Bacteria;Firmicutes;Thermolithobacteria;Thermolithobacterales
0	0	0.06657	1.697e-05	Bacteria;Firmicutes;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae
0.06657	1.697e-05	0.06657	1.697e-05	Bacteria;Firmicutes;Thermolithobacteria;Thermolithobacterales;Thermolithobacteraceae;Thermolithobacter
0.08956	2.283e-05	389.1	0.09919	Bacteria;Proteobacteria
0.2192	5.586e-05	208.4	0.05311	Bacteria;Proteobacteria;Gammaproteobacteria
0.105	2.676e-05	2.169	0.0005529	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales
0	0	1.279	0.0003261	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae
0.36	9.175e-05	1.219	0.0003107	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
0.4853	0.0001237	0.4853	0.0001237	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix disciformis
0.08687	2.214e-05	0.08687	2.214e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix defluvii
0.09562	2.437e-05	0.09562	2.437e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix caldifontis
0.09562	2.437e-05	0.09562	2.437e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix lacustris
0.09566	2.439e-05	0.09566	2.439e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix;Thiothrix fructosivorans
0	0	0.06042	1.54e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas
0.06042	1.54e-05	0.06042	1.54e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Cocleimonas;Cocleimonas flava
0	0	0.01576	4.017e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae
0.01576	4.017e-06	0.01576	4.017e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella
0.0002608	6.649e-08	0.769	0.000196	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae
0	0	0.5339	0.0001361	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio
0.5339	0.0001361	0.5339	0.0001361	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio;Hydrogenovibrio marinus
0	0	0.2348	5.986e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia
0.2348	5.986e-05	0.2348	5.986e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Piscirickettsia;Piscirickettsia salmonis
0	0	0.1147	2.925e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales
0	0	0.1147	2.925e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae
5.602e-05	1.428e-08	0.1147	2.925e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera
0.1147	2.923e-05	0.1147	2.923e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Salinisphaerales;Salinisphaeraceae;Salinisphaera;Salinisphaera shabanensis
0	0	47.63	0.01214	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales
0.3534	9.01e-05	3.142	0.000801	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae
8.424e-05	2.147e-08	0.8202	0.0002091	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella
0.5357	0.0001365	0.5357	0.0001365	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella atlantae
0.06834	1.742e-05	0.06834	1.742e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella cuniculi
0.07324	1.867e-05	0.07324	1.867e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella boevrei
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Moraxella;Moraxella lincolnii
0.4444	0.0001133	1.545	0.0003938	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter
0.4219	0.0001075	0.4219	0.0001075	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter vallis
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter aquimaris
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter okhotskensis
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter urativorans
0.05813	1.482e-05	0.05813	1.482e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter fozii
0.05813	1.482e-05	0.05813	1.482e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Psychrobacter;Psychrobacter cibarius
0.002317	5.906e-07	0.4235	0.000108	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter
0.1378	3.512e-05	0.1378	3.512e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter beijerinckii
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter pittii
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Moraxellaceae;Acinetobacter;Acinetobacter towneri
0.01479	3.77e-06	44.49	0.01134	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae
9.223	0.002351	43.6	0.01111	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas
30.62	0.007806	30.62	0.007806	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas libanensis
0.7031	0.0001792	0.7031	0.0001792	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas punonensis
0.8437	0.0002151	0.8437	0.0002151	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas reinekei
0.1013	2.583e-05	0.1013	2.583e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas saponiphila
0.8063	0.0002055	0.8063	0.0002055	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sp. HL22-2
0.366	9.329e-05	0.366	9.329e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas xinjiangensis
0.09264	2.361e-05	0.09264	2.361e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas sabulinigri
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas migulae
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas umsongensis
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas congelans
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas syringae
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas meliae
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Pseudomonas;Pseudomonas poae
0.02877	7.333e-06	0.08588	2.189e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio
0.02852	7.269e-06	0.02852	7.269e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio;Cellvibrio ostraviensis
0.0286	7.29e-06	0.0286	7.29e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Cellvibrio;Cellvibrio fibrivorans
0	0	0.003508	8.941e-07	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas
0.003508	8.941e-07	0.003508	8.941e-07	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Azomonas;Azomonas macrocytogenes
0.4691	0.0001196	0.781	0.0001991	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Rhizobacter
0.1561	3.978e-05	0.1561	3.978e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Rhizobacter;Rhizobacter sp. PLGR-1
0.1558	3.97e-05	0.1558	3.97e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Rhizobacter;Rhizobacter dauci
0.0001524	3.885e-08	0.0001524	3.885e-08	Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;Pseudomonadaceae;Rhizobacter;Rhizobacter fulvus
0	0	26.3	0.006703	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales
0	0	26.3	0.006703	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae
0.3973	0.0001013	25.43	0.006482	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium
25.03	0.006381	25.03	0.006381	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylomicrobium;Methylomicrobium japanense
0.0004044	1.031e-07	0.8282	0.0002111	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum
0.8278	0.000211	0.8278	0.000211	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylocaldum;Methylocaldum tepidum
1.867e-05	4.76e-09	0.03824	9.748e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter
0.03822	9.743e-06	0.03822	9.743e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Methylococcales;Methylococcaceae;Methylobacter;Methylobacter psychrophilus
0	0	82.19	0.02095	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales
36.81	0.009383	82.19	0.02095	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae
34.73	0.008854	36	0.009177	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia
0.7031	0.0001792	0.7031	0.0001792	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia bercovieri
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pestis
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia pseudotuberculosis
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia kristensenii
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Yersinia;Yersinia nurmii
0.1741	4.438e-05	2.143	0.0005462	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella
1.969	0.0005018	1.969	0.0005018	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Buttiauxella;Buttiauxella noackiae
0	0	0.2813	7.169e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Shigella;Shigella flexneri
0.008929	2.276e-06	0.5714	0.0001457	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea
0.5625	0.0001434	0.5625	0.0001434	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Pantoea;Pantoea gaviniae
0	0	1	0.0002549	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Lonsdalea
1	0.0002549	1	0.0002549	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Lonsdalea;Lonsdalea quercina
0.006712	1.711e-06	0.818	0.0002085	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella
0.4219	0.0001075	0.4219	0.0001075	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Klebsiella pneumoniae
0.3894	9.927e-05	0.3894	9.927e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Klebsiella;Klebsiella oxytoca
0.2146	5.47e-05	0.741	0.0001889	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Enterobacter cancerogenus
0.3841	9.79e-05	0.3841	9.79e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Enterobacter;Enterobacter cloacae
0.4788	0.0001221	1.884	0.0004803	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia mallotivora
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia papayae
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia oleae
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia psidii
0.4219	0.0001075	0.4219	0.0001075	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia persicina
0.01998	5.093e-06	0.01998	5.093e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia uzenensis
0.1964	5.005e-05	0.1964	5.005e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia typographi
0.1961	4.998e-05	0.1961	4.998e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Erwinia;Erwinia billingiae
7.785e-05	1.984e-08	0.07972	2.032e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia
0.07964	2.03e-05	0.07964	2.03e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Providencia;Providencia sp. C1112
0.004464	1.138e-06	0.2857	7.283e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Citrobacter;Citrobacter farmeri
0	0	0.4748	0.000121	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Thorsellia
0.4748	0.000121	0.4748	0.000121	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Thorsellia;Thorsellia anophelis
0.5719	0.0001458	1.072	0.0002732	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus
0.2145	5.467e-05	0.2145	5.467e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus penneri
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus vulgaris
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus hauseri
0.0001395	3.555e-08	0.0001395	3.555e-08	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Proteus;Proteus mirabilis
1.147e-05	2.925e-09	0.0235	5.99e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter
0.02349	5.987e-06	0.02349	5.987e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacteriales;Enterobacteriaceae;Cronobacter;Cronobacter helveticus
0.04778	1.218e-05	10.93	0.002786	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales
0.6081	0.000155	3.023	0.0007706	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae
0.7966	0.0002031	0.9752	0.0002486	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum
8.311e-05	2.119e-08	8.311e-05	2.119e-08	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;Oceanospirillum beijerinckii
0.08028	2.046e-05	0.08028	2.046e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;Oceanospirillum maris
0.03015	7.686e-06	0.03015	7.686e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;Oceanospirillum linum
0.06804	1.734e-05	0.06804	1.734e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanospirillum;Oceanospirillum multiglobuliferum
0	0	0.2558	6.52e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum
0.2558	6.52e-05	0.2558	6.52e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Pseudospirillum;Pseudospirillum japonicum
0.143	3.646e-05	0.4286	0.0001092	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum;Marinospirillum minutulum
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinospirillum;Marinospirillum megaterium
0.08976	2.288e-05	0.3178	8.102e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas
0.08745	2.229e-05	0.08745	2.229e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas alcarazii
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Marinomonas;Marinomonas pontica
0	0	0.00605	1.542e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Sinobacterium
0.00605	1.542e-06	0.00605	1.542e-06	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Sinobacterium;Sinobacterium caligoides
0	0	0.2875	7.33e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus
0.1438	3.665e-05	0.1438	3.665e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus;Thalassolituus oleivorans
0.1438	3.664e-05	0.1438	3.664e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Thalassolituus;Thalassolituus marinus
0	0	0.1438	3.665e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleibacter
0.1438	3.665e-05	0.1438	3.665e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oleibacter;Oleibacter marinus
0	0	3.367e-05	8.583e-09	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanobacter
3.367e-05	8.583e-09	3.367e-05	8.583e-09	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Oceanobacter;Oceanobacter kriegii
0	0	0.06783	1.729e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae
0.06783	1.729e-05	0.06783	1.729e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Saccharospirillaceae;Saccharospirillum
0.04128	1.052e-05	6.948	0.001771	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae
0.2667	6.8e-05	5.178	0.00132	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas
4.045	0.001031	4.045	0.001031	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas neptunia
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas janggokensis
1.467e-06	3.739e-10	1.467e-06	3.739e-10	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas titanicae
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas aquamarina
0.2201	5.611e-05	0.2201	5.611e-05	Bacteria;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halomonas;Halomonas shengliensis
