LWR	fract	aLWR	afract	taxopath
1.266	0.0003226	1.266	0.0003226	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter nephelii
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter cerinus
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter albidus
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Gluconobacter;Gluconobacter japonicus
0	0	0.02892	7.372e-06	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Saccharibacter
0.02892	7.372e-06	0.02892	7.372e-06	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Saccharibacter;Saccharibacter floricola
0.0001395	3.556e-08	0.1429	3.642e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Acidiphilium;Acidiphilium sp. MS8
0.2969	7.567e-05	0.8889	0.0002266	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella
0.2962	7.551e-05	0.2962	7.551e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;Stella vacuolata
0.2958	7.54e-05	0.2958	7.54e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Stella;Stella humosa
0.002232	5.69e-07	0.1429	3.642e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;Acetobacteraceae;Asaia;Asaia spathodeae
0	0	3.248	0.000828	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales
0.01188	3.028e-06	3.248	0.000828	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
0.9999	0.0002549	1.735	0.0004423	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas
0.4492	0.0001145	0.4492	0.0001145	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas diminuta
0.1429	3.642e-05	0.1429	3.642e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas intermedia
0.1429	3.642e-05	0.1429	3.642e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas vesicularis
0.000279	7.112e-08	0.000279	7.112e-08	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Brevundimonas;Brevundimonas nasdae
0.2389	6.09e-05	0.9296	0.000237	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis
0.2414	6.153e-05	0.2414	6.153e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis excentricus
0.1123	2.863e-05	0.1123	2.863e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis biprosthecium
0.1123	2.863e-05	0.1123	2.863e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis benevestitus
0.1123	2.864e-05	0.1123	2.864e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis solisilvae
0.1123	2.864e-05	0.1123	2.864e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Asticcacaulis;Asticcacaulis sp. ZFGT-14
0.2666	6.796e-05	0.5716	0.0001457	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium
0.07556	1.926e-05	0.07556	1.926e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium falsum
0.0715	1.823e-05	0.0715	1.823e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium composti
0.08585	2.188e-05	0.08585	2.188e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium koreense
0.07207	1.837e-05	0.07207	1.837e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Phenylobacterium;Phenylobacterium lituiforme
0	0	1.559	0.0003973	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales
0	0	1.559	0.0003973	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae
0	0	1.559	0.0003973	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella
1.559	0.0003973	1.559	0.0003973	Bacteria;Proteobacteria;Alphaproteobacteria;Kiloniellales;Kiloniellaceae;Kiloniella;Kiloniella laminariae
0	0	2.701	0.0006886	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales
0.1295	3.302e-05	1.845	0.0004703	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae
0.000192	4.893e-08	0.5187	0.0001322	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis marina
0.2501	6.376e-05	0.2501	6.376e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis litoris
0.1256	3.2e-05	0.1256	3.2e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingopyxis;Sphingopyxis wooponensis
0.01341	3.418e-06	0.9109	0.0002322	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas
0.7031	0.0001792	0.7031	0.0001792	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas mali
0.04095	1.044e-05	0.04095	1.044e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas roseiflava
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas melonis
0.01278	3.257e-06	0.01278	3.257e-06	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingomonas;Sphingomonas sp. 1007
0.004464	1.138e-06	0.2857	7.283e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;Sphingosinicella microcystinivorans
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Sphingosinicella;Sphingosinicella xenopeptidilytica
0	0	0.8564	0.0002183	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae
0.0002608	6.649e-08	0.5342	0.0001362	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter
0.5339	0.0001361	0.5339	0.0001361	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Porphyrobacter;Porphyrobacter tepidarius
6.556e-05	1.671e-08	0.2148	5.476e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter
0.1074	2.738e-05	0.1074	2.738e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter gangjinensis
0.1074	2.737e-05	0.1074	2.737e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Altererythrobacter;Altererythrobacter luteolus
5.244e-05	1.337e-08	0.1074	2.738e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter
0.1074	2.737e-05	0.1074	2.737e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Erythrobacteraceae;Erythrobacter;Erythrobacter longus
0	0	0.1062	2.706e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales
0	0	0.1062	2.706e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae
0.1062	2.706e-05	0.1062	2.706e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Parvularculales;Parvularculaceae;Parvularcula
0	0	0.1428	3.64e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales
0	0	0.1428	3.64e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae
0.06862	1.749e-05	0.1428	3.64e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas
0.07419	1.891e-05	0.07419	1.891e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Kordiimonadales;Kordiimonadaceae;Kordiimonas;Kordiimonas gwangyangensis
0	0	0.1425	3.632e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales
0	0	0.1425	3.632e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae
0	0	0.1425	3.632e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus
0.1425	3.632e-05	0.1425	3.632e-05	Bacteria;Proteobacteria;Alphaproteobacteria;Magnetococcales;Magnetococcaceae;Magnetococcus;Magnetococcus marinus
0.439	0.0001119	26.59	0.006778	Bacteria;Proteobacteria;Deltaproteobacteria
0	0	13.74	0.003501	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales
3.071e-05	7.827e-09	1.166	0.0002973	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae
0.3372	8.594e-05	0.9658	0.0002462	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio
0.1427	3.638e-05	0.1427	3.638e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio thiodismutans
0.1428	3.64e-05	0.1428	3.64e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio magnus
0.2003	5.107e-05	0.2003	5.107e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio halophilus
0.1428	3.641e-05	0.1428	3.641e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronovibrio;Desulfonatronovibrio hydrogenovorans
0	0	0.2004	5.109e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira
0.2004	5.109e-05	0.2004	5.109e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfohalobiaceae;Desulfonatronospira;Desulfonatronospira delicata
1.001	0.0002551	10.26	0.002616	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae
5.359	0.001366	9.207	0.002347	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio
0.3023	7.706e-05	0.3023	7.706e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio desulfuricans
0.05407	1.378e-05	0.05407	1.378e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio simplex
0.05417	1.381e-05	0.05417	1.381e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio intestinalis
0.0555	1.415e-05	0.0555	1.415e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio paquesii
0.7101	0.000181	0.7101	0.000181	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio inopinatus
0.1634	4.164e-05	0.1634	4.164e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio litoralis
5.413e-06	1.38e-09	5.413e-06	1.38e-09	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio cuneatus
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio acrylicus
0.2754	7.021e-05	0.2754	7.021e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio idahonensis
1.86e-05	4.741e-09	1.86e-05	4.741e-09	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio sulfodismutans
0.07067	1.801e-05	0.07067	1.801e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio fructosivorans
0.1157	2.95e-05	0.1157	2.95e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio indonesiensis
0.2703	6.891e-05	0.2703	6.891e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio giganteus
0.3693	9.413e-05	0.3693	9.413e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio gabonensis
0.0231	5.889e-06	0.0231	5.889e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio frigidus
0.01399	3.565e-06	0.01399	3.565e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio mexicanus
2.021e-06	5.152e-10	2.021e-06	5.152e-10	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio piger
0.06388	1.628e-05	0.06388	1.628e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio carbinoliphilus
0.06428	1.639e-05	0.06428	1.639e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio burkinensis
1.157e-05	2.95e-09	1.157e-05	2.95e-09	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio bizertensis
4.396e-05	1.121e-08	4.396e-05	1.121e-08	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio senezii
0.9661	0.0002463	0.9661	0.0002463	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio vietnamensis
0.1336	3.406e-05	0.1336	3.406e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfovibrio;Desulfovibrio arcticus
0	0	0.05481	1.397e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia
0.05481	1.397e-05	0.05481	1.397e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Lawsonia;Lawsonia intracellularis
0	0	4.629e-05	1.18e-08	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfobaculum
4.629e-05	1.18e-08	4.629e-05	1.18e-08	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfovibrionaceae;Desulfobaculum;Desulfobaculum xiamenense
0	0	1.354	0.0003451	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronumaceae
0.0003305	8.426e-08	1.354	0.0003451	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronumaceae;Desulfonatronum
1.354	0.000345	1.354	0.000345	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfonatronumaceae;Desulfonatronum;Desulfonatronum alkalitolerans
0	0	0.9533	0.000243	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae
0.5759	0.0001468	0.9533	0.000243	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium
0.09615	2.451e-05	0.09615	2.451e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium thermophilum
0.2813	7.169e-05	0.2813	7.169e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;Desulfomicrobiaceae;Desulfomicrobium;Desulfomicrobium norvegicum
0	0	4.888	0.001246	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales
0.6339	0.0001616	4.524	0.001153	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae
0.0001034	2.635e-08	0.4314	0.00011	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium
0.2116	5.394e-05	0.2116	5.394e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium;Desulfobacterium anilini
0.2197	5.601e-05	0.2197	5.601e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobacterium;Desulfobacterium indolicum
0.9775	0.0002492	1.496	0.0003813	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula
0.5182	0.0001321	0.5182	0.0001321	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula;Desulfatiferula sp. BE2801
0.0002387	6.084e-08	0.0002387	6.084e-08	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatiferula;Desulfatiferula olefinivorans
0.3152	8.035e-05	0.4724	0.0001204	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum
0.1568	3.998e-05	0.1568	3.998e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum aliphaticivorans
0.0003075	7.839e-08	0.0003075	7.839e-08	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfatibacillum;Desulfatibacillum alkenivorans
0.01116	2.845e-06	0.7143	0.0001821	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum
0.7031	0.0001792	0.7031	0.0001792	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfotignum;Desulfotignum balticum
0	0	0.6537	0.0001666	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfocella
0.6537	0.0001666	0.6537	0.0001666	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfocella;Desulfocella halophila
0	0	0.03896	9.931e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonatronobacter
0.03896	9.931e-06	0.03896	9.931e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfonatronobacter;Desulfonatronobacter acidivorans
0.0779	1.986e-05	0.0779	1.986e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfosarcina
0	0	0.005396	1.375e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobotulus
0.005396	1.375e-06	0.005396	1.375e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobacteraceae;Desulfobotulus;Desulfobotulus sapovorans
0.0002136	5.445e-08	0.3641	9.281e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae
0	0	0.2938	7.489e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio
0.2938	7.489e-05	0.2938	7.489e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfurivibrio;Desulfurivibrio alkaliphilus
8.552e-06	2.18e-09	0.07006	1.786e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus
0.07005	1.786e-05	0.07005	1.786e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Desulfobacterales;Desulfobulbaceae;Desulfobulbus;Desulfobulbus marinus
0	0	0.9491	0.0002419	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales
0.4346	0.0001108	0.7272	0.0001854	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae
0	0	1.769e-05	4.508e-09	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella
1.769e-05	4.508e-09	1.769e-05	4.508e-09	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Smithella;Smithella propionica
0.09766	2.489e-05	0.2926	7.458e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus
0.09749	2.485e-05	0.09749	2.485e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus gentianae
0.09744	2.484e-05	0.09744	2.484e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophaceae;Syntrophus;Syntrophus aciditrophicus
6.678e-06	1.702e-09	0.2219	5.656e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae
0	0	0.01415	3.607e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma
0.01415	3.607e-06	0.01415	3.607e-06	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Desulfosoma;Desulfosoma profundi
0	0	0.08111	2.067e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Thermodesulforhabdus
0.08111	2.067e-05	0.08111	2.067e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Thermodesulforhabdus;Thermodesulforhabdus norvegica
0.06332	1.614e-05	0.1266	3.228e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter
0.06331	1.614e-05	0.06331	1.614e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Syntrophobacterales;Syntrophobacteraceae;Syntrophobacter;Syntrophobacter fumaroxidans
0.9341	0.0002381	2.886	0.0007357	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
0	0	0.4286	0.0001092	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae
0.006696	1.707e-06	0.4286	0.0001092	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter;Cystobacter badius
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter;Cystobacter fuscus
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Cystobacteraceae;Cystobacter;Cystobacter ferrugineus
0	0	0.06744	1.719e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae
0	0	0.06744	1.719e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus
0.06744	1.719e-05	0.06744	1.719e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Sandaracinaceae;Sandaracinus;Sandaracinus amylolyticus
0.06593	1.681e-05	0.06593	1.681e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Nannocystaceae
0.06896	1.758e-05	0.06896	1.758e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Kofleriaceae
0.000252	6.423e-08	1.087	0.0002772	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae
0.233	5.94e-05	0.5159	0.0001315	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus exiguus
0.1423	3.627e-05	0.1423	3.627e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Corallococcus;Corallococcus coralloides
0.1463	3.73e-05	0.5713	0.0001456	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus
0.1406	3.585e-05	0.1406	3.585e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus virescens
0.1417	3.613e-05	0.1417	3.613e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus xanthus
0.1426	3.634e-05	0.1426	3.634e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae;Myxococcus;Myxococcus fulvus
0	0	0.2337	5.957e-05	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae
