	Kingdom	Kingdom confidence	Phylum	Phylum confidence	Class	Class confidence	Order	Order confidence	Family	Family confidence	Genus	Genus confidence
Otu190	Bacteria	100	Bacteroidetes	100	Bacteroidia	100	Bacteroidales	100	Bacteroidaceae	100	Phocaeicola	99.0
Otu237	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Flintibacter	100.0
Otu183	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Peptoniphilaceae	100	Finegoldia	100.0
Otu194	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Mycobacteriales	100	Corynebacteriaceae	100	Corynebacterium	100.0
Otu231	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	100	Acetatifactor	100.0
Otu189	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Lachnospiraceae	99	Kineothrix	36.0
Otu192	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Clostridium IV	83.0
Otu218	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Clostridium IV	100.0
Otu202	Bacteria	100	Firmicutes	100	Bacilli	100	Lactobacillales	100	Streptococcaceae	100	Streptococcus	100.0
Otu209	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Enterobacterales	100	Enterobacteriaceae	100	Escherichia/Shigella	71.0
Otu199	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Eubacteriaceae	100	Anaerofustis	100.0
Otu195	Bacteria	99	Firmicutes	64	Clostridia	63	Clostridiales	62	Lachnospiraceae	55	Acetatifactor	27.0
Otu200	Bacteria	100	Fusobacteria	100	Fusobacteriia	100	Fusobacteriales	100	Fusobacteriaceae	100	Fusobacterium	100.0
Otu197	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Enterobacterales	100	Enterobacteriaceae	100	Escherichia/Shigella	68.0
Otu206	Bacteria	100	Firmicutes	85	Clostridia	84	Clostridiales	84	Lachnospiraceae	83	Acetatifactor	33.0
Otu220	Bacteria	100	Actinobacteria	100	Actinobacteria	100	Micrococcales	100	Cellulomonadaceae	83	Oerskovia	82.0
Otu234	Bacteria	100	Proteobacteria	100	Betaproteobacteria	100	Neisseriales	100	Neisseriaceae	100	Neisseria	100.0
Otu229	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Enterobacterales	100	Enterobacteriaceae	100	Salmonella	55.0
Otu233	Bacteria	100	Firmicutes	93	Negativicutes	20	Selenomonadales	20	Sporomusaceae	16	Dendrosporobacter	8.0
Otu239	Bacteria	100	Firmicutes	90	Clostridia	56	Clostridiales	56	Clostridiaceae 3	17	Caldisalinibacter	16.0
Otu217	Bacteria	100	Proteobacteria	100	Gammaproteobacteria	100	Pseudomonadales	100	Moraxellaceae	100	Acinetobacter	100.0
Otu213	Bacteria	100	Firmicutes	100	Bacilli	100	Lactobacillales	99	Aerococcaceae	97	Facklamia	63.0
Otu211	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	98	Paludicola	57.0
Otu240	Bacteria	100	Firmicutes	100	Clostridia	100	Clostridiales	100	Ruminococcaceae	100	Neglecta	99.0
Otu230	Bacteria	100	Proteobacteria	100	Alphaproteobacteria	100	Sphingomonadales	100	Sphingomonadaceae	100	Sphingomonas	100.0
Otu226	Bacteria	100	Cyanobacteria/Chloroplast	100	Chloroplast	100	Chloroplast	100	Streptophyta	100		
